114;212;237;222;land;false;plains;1
115;178;212;192;land;false;desert;1
116;119;201;218;land;false;plains;1
117;28;250;241;land;false;plains;1
118;235;247;80;land;false;plains;1
119;250;103;188;land;false;plains;1
120;174;161;221;land;false;plains;1
121;184;132;247;land;false;jungle;1
122;252;225;177;sea;true;ocean;1
123;154;232;220;land;false;urban;1
124;237;104;246;land;false;plains;1
125;107;236;211;land;false;plains;1
126;170;158;209;land;false;plains;1
127;204;160;171;land;false;plains;1
128;97;234;178;land;false;plains;1
129;150;250;118;land;false;plains;1
130;227;87;248;land;false;forest;1
131;229;222;146;land;true;forest;1
132;133;215;186;sea;true;ocean;1
133;167;188;188;land;false;plains;1
134;197;192;134;land;false;forest;1
135;127;149;244;land;false;desert;1
136;214;146;143;land;false;urban;1
137;223;233;63;land;false;plains;1
138;229;159;249;land;false;plains;1
139;202;145;237;land;false;urban;1
140;244;176;193;land;false;desert;1
141;169;198;211;land;false;plains;1
142;252;179;128;land;true;plains;1
143;227;250;65;land;true;plains;1
144;234;131;206;land;false;plains;1
145;107;220;217;land;false;plains;1
146;238;184;239;land;false;plains;1
147;220;187;167;land;false;forest;1
148;208;184;220;land;false;urban;1
149;142;219;169;land;false;plains;1
150;196;80;238;land;false;urban;1
151;162;191;230;land;false;plains;1
152;141;173;194;land;false;urban;1
153;220;226;240;land;false;marsh;1
154;64;230;243;land;true;plains;1
155;109;244;234;sea;true;ocean;1
156;252;247;240;land;false;urban;1
157;212;147;198;land;false;plains;1
158;192;213;242;land;false;forest;1
159;174;253;249;land;false;forest;1
160;204;173;204;land;false;jungle;1
161;229;191;176;land;true;plains;1
162;208;117;216;land;false;hills;1
163;210;156;250;land;false;plains;1
164;235;223;63;land;false;desert;1
165;252;120;152;sea;true;ocean;1
166;245;179;146;land;false;plains;1
167;105;207;215;land;false;marsh;1
168;159;241;124;land;false;plains;1
169;116;226;247;land;true;plains;1
170;210;218;94;land;false;marsh;1
171;166;166;193;land;false;plains;1
172;137;223;151;land;false;plains;1
173;221;158;147;land;false;marsh;1
174;216;45;245;sea;true;ocean;1
175;41;239;221;land;false;plains;1
176;96;246;177;land;false;plains;1
177;254;241;37;land;false;forest;1
178;159;161;224;land;false;forest;1
179;191;229;113;land;false;urban;1
180;82;222;202;land;false;plains;1
181;156;161;229;land;false;urban;1
182;220;138;215;land;false;plains;1
183;151;218;209;land;false;urban;1
184;124;152;229;land;false;plains;1
185;224;134;219;land;false;plains;1
186;185;193;124;land;false;urban;1
187;191;247;165;land;false;desert;1
188;236;60;207;land;true;plains;1
189;227;70;244;land;true;marsh;1
190;209;234;200;land;false;plains;1
191;92;194;228;land;false;urban;1
192;200;77;235;land;false;desert;1
193;105;183;223;land;false;plains;1
194;158;187;241;land;false;mountain;1
195;167;245;108;land;false;plains;1
196;138;122;251;land;false;forest;1
197;240;172;137;land;false;urban;1
198;249;175;220;land;false;plains;1
199;197;243;230;land;false;plains;1
200;243;206;130;sea;true;ocean;1
201;156;159;217;land;false;urban;1
202;202;251;118;land;false;urban;1
203;198;109;212;land;false;plains;1
204;236;135;131;land;false;plains;1
205;240;169;159;land;false;plains;1
206;129;232;243;land;true;plains;1
207;176;173;173;land;false;marsh;1
208;198;249;77;land;false;plains;1
209;250;218;43;land;false;plains;1
210;233;149;222;land;false;urban;1
211;164;226;183;land;false;plains;1
212;197;250;163;land;false;urban;1
213;141;182;249;land;false;plains;1
214;186;227;224;land;false;plains;1
215;215;238;71;land;false;forest;1
216;123;171;249;land;false;marsh;1
217;189;242;130;land;false;desert;1
218;221;172;216;land;false;desert;1
219;226;238;88;land;false;urban;1
220;190;169;173;land;false;plains;1
221;184;238;120;land;false;urban;1
222;194;243;223;land;false;urban;1
223;154;182;181;land;false;plains;1
224;175;211;254;land;false;desert;1
225;210;68;252;land;false;plains;1
226;95;192;235;land;false;forest;1
227;190;183;230;land;true;plains;1
228;171;231;150;land;false;urban;1
229;157;215;246;land;false;desert;1
230;250;228;40;land;false;hills;1
231;185;170;211;land;true;plains;1
232;223;237;183;land;true;forest;1
233;206;192;143;land;false;forest;1
234;238;156;193;land;false;plains;1
235;212;234;145;land;true;forest;1
236;220;220;200;land;false;plains;1
237;244;162;178;land;false;plains;1
238;229;190;117;land;false;urban;1
239;118;221;227;land;false;plains;1
240;228;72;228;land;false;urban;1
241;213;198;166;land;false;plains;1
242;242;214;216;land;false;forest;1
243;100;233;208;land;false;plains;1
244;229;253;19;land;false;marsh;1
245;238;247;84;land;false;forest;1
246;121;166;244;land;false;urban;1
247;236;150;204;land;false;forest;1
248;161;222;238;land;false;plains;1
249;160;125;220;land;false;plains;1
250;165;165;217;land;false;desert;1
251;71;201;234;land;false;plains;1
252;244;136;165;land;false;desert;1
253;120;236;213;land;false;urban;1
254;157;177;191;land;false;marsh;1
255;196;130;197;land;false;plains;1
256;199;104;247;land;false;forest;1
257;251;198;135;land;false;desert;1
258;198;243;132;land;false;plains;1
259;224;251;149;land;false;hills;1
260;225;126;154;land;false;urban;1
261;168;243;195;land;false;urban;1
262;221;164;220;land;false;forest;1
263;199;159;226;land;false;plains;1
264;132;151;218;land;false;forest;1
265;177;128;204;land;false;plains;1
266;129;193;184;land;false;forest;1
267;78;221;210;land;false;urban;1
268;245;136;188;land;false;urban;1
269;251;141;111;land;false;plains;1
270;254;194;143;land;false;plains;1
271;134;204;222;land;true;desert;1
272;164;245;233;land;false;forest;1
273;179;134;197;land;false;plains;1
274;167;173;200;land;false;marsh;1
275;190;223;218;land;false;plains;1
276;251;206;86;land;false;hills;1
277;173;143;201;land;false;plains;1
278;246;198;203;land;false;plains;1
279;81;231;207;land;false;forest;1
280;249;230;138;land;false;desert;1
281;252;207;209;land;false;desert;1
282;231;31;248;land;false;plains;1
283;102;186;254;land;false;forest;1
284;217;223;144;land;false;urban;1
285;227;126;220;land;false;jungle;1
286;166;205;220;land;false;urban;1
287;116;197;195;land;false;plains;1
288;168;228;192;sea;true;ocean;1
289;67;205;251;land;false;urban;1
290;209;110;232;land;false;hills;1
291;202;214;232;land;false;hills;1
292;218;145;196;land;false;urban;1
293;177;243;192;land;false;plains;1
294;216;201;169;land;false;desert;1
295;248;249;112;land;false;urban;1
296;215;177;177;land;false;urban;1
297;203;111;206;land;false;plains;1
298;224;148;137;land;false;plains;1
299;241;195;227;land;false;urban;1
300;216;218;194;land;true;plains;1
301;170;252;120;land;false;urban;1
302;154;203;193;land;false;forest;1
303;199;223;229;land;true;marsh;1
304;215;251;94;land;false;plains;1
305;251;85;221;land;false;forest;1
306;224;75;209;land;false;plains;1
307;231;181;162;land;false;urban;1
308;218;239;120;land;false;desert;1
309;154;158;222;land;false;urban;1
310;187;199;124;land;false;forest;1
311;119;239;173;land;false;urban;1
312;132;218;175;land;false;urban;1
313;192;155;183;land;false;forest;1
314;204;160;237;land;false;plains;1
315;225;103;197;land;false;urban;1
316;102;243;208;land;false;forest;1
317;230;220;234;land;false;jungle;1
318;240;189;128;land;false;plains;1
319;152;241;249;land;false;plains;1
320;235;244;134;land;false;plains;1
321;202;221;129;sea;true;ocean;1
322;247;47;208;sea;true;ocean;1
323;207;205;117;land;false;plains;1
324;219;147;135;land;false;urban;1
325;148;134;252;land;false;plains;1
326;160;178;210;land;false;plains;1
327;241;187;82;land;false;forest;1
328;164;200;245;land;false;urban;1
329;116;207;237;land;false;urban;1
330;249;58;218;land;false;plains;1
331;102;203;232;land;false;hills;1
332;99;190;212;land;true;forest;1
333;252;192;203;land;false;urban;1
334;202;179;167;land;false;urban;1
335;212;141;248;land;false;urban;1
336;218;70;244;land;false;plains;1
337;204;222;221;land;false;forest;1
338;224;191;149;land;false;urban;1
339;206;71;235;land;false;plains;1
340;224;99;229;land;false;plains;1
341;254;168;227;land;false;plains;1
342;171;240;183;land;false;forest;1
343;200;185;139;land;false;plains;1
344;125;199;216;land;false;urban;1
345;214;207;85;land;true;plains;1
346;217;232;203;sea;true;ocean;1
347;211;74;245;land;false;urban;1
348;196;131;241;sea;true;ocean;1
349;172;213;132;land;false;plains;1
350;221;214;226;land;true;plains;1
351;187;119;238;land;true;urban;1
352;241;137;165;land;false;plains;1
353;136;254;131;land;false;urban;1
354;221;154;150;sea;true;ocean;1
355;224;201;157;land;false;urban;1
356;85;230;223;land;false;plains;1
357;131;173;231;land;false;forest;1
358;231;253;171;land;true;forest;1
359;130;219;204;land;false;plains;1
360;158;196;178;land;false;plains;1
361;221;229;136;land;false;urban;1
362;253;229;131;land;false;urban;1
363;237;38;242;land;false;plains;1
364;178;161;180;land;false;urban;1
365;250;246;252;land;false;plains;1
366;174;240;130;land;false;plains;1
367;211;219;253;land;true;plains;1
368;186;149;194;land;false;plains;1
369;252;225;94;land;false;desert;1
370;88;187;238;land;false;plains;1
371;121;221;209;land;false;jungle;1
372;120;202;246;land;false;plains;1
373;94;242;172;land;false;forest;1
374;203;194;194;land;false;plains;1
375;100;252;253;land;false;urban;1
376;208;232;196;land;true;plains;1
377;229;114;188;land;false;urban;1
378;40;237;232;land;false;urban;1
379;196;166;154;land;false;urban;1
380;148;139;227;land;false;plains;1
381;201;210;219;land;false;plains;1
382;227;142;152;sea;true;ocean;1
383;140;153;213;land;false;urban;1
384;246;209;96;land;false;plains;1
385;166;217;229;land;false;forest;1
386;152;186;226;land;false;plains;1
387;170;234;151;land;false;plains;1
388;211;168;175;land;false;mountain;1
389;234;129;247;land;false;plains;1
390;205;242;190;land;false;urban;1
391;162;148;207;land;false;desert;1
392;252;130;144;land;false;forest;1
393;162;155;228;land;false;plains;1
394;108;227;222;land;false;marsh;1
395;207;246;97;land;false;urban;1
396;151;251;216;land;false;mountain;1
397;252;202;110;land;false;plains;1
398;214;251;121;land;false;urban;1
399;196;214;124;land;false;plains;1
400;129;170;220;land;false;plains;1
401;96;218;224;land;false;urban;1
402;245;191;117;land;false;urban;1
403;245;198;239;land;false;plains;1
404;200;246;74;land;false;plains;1
405;221;140;171;land;false;plains;1
406;157;220;147;land;true;forest;1
407;161;236;162;land;false;plains;1
408;211;200;110;land;false;forest;1
409;205;212;196;land;false;urban;1
410;131;228;176;land;false;plains;1
411;249;113;191;land;false;urban;1
412;197;202;193;land;false;plains;1
413;223;179;199;land;false;forest;1
414;253;222;252;land;false;desert;1
415;192;235;205;land;false;plains;1
416;252;66;243;land;false;urban;1
417;151;233;202;land;false;urban;1
418;251;102;254;land;false;plains;1
419;206;205;171;land;false;desert;1
420;156;225;234;land;false;plains;1
421;131;184;214;land;false;desert;1
422;233;128;215;land;false;urban;1
423;199;157;206;land;false;plains;1
424;246;222;247;land;false;forest;1
425;189;232;80;land;false;hills;1
426;185;217;153;land;false;plains;1
427;227;246;145;land;false;mountain;1
428;130;172;200;land;false;urban;1
429;236;171;197;land;false;plains;1
430;223;152;181;land;false;plains;1
431;245;246;61;land;false;plains;1
432;149;185;217;land;false;plains;1
433;44;241;233;land;false;plains;1
434;211;147;175;land;false;urban;1
435;236;93;203;land;false;desert;1
436;239;147;224;land;false;plains;1
437;163;162;230;land;false;desert;1
438;216;226;224;land;false;plains;1
439;223;122;157;land;false;plains;1
440;253;187;110;land;false;jungle;1
441;205;236;109;land;true;plains;1
442;78;250;191;land;false;urban;1
443;233;170;195;land;true;jungle;1
444;137;222;194;land;false;plains;1
445;250;20;233;land;false;desert;1
446;222;158;155;sea;true;ocean;1
447;103;179;254;sea;true;ocean;1
448;232;237;239;land;false;urban;1
449;111;214;196;land;false;plains;1
450;171;252;254;land;false;urban;1
451;189;186;237;land;false;plains;1
452;245;79;211;land;false;marsh;1
453;188;223;113;land;true;jungle;1
454;234;219;126;land;false;forest;1
455;222;158;143;land;false;forest;1
456;199;202;124;land;false;forest;1
457;158;248;183;land;false;urban;1
458;137;153;237;land;false;plains;1
459;201;226;198;land;false;urban;1
460;251;103;215;sea;false;ocean;1
461;211;172;229;land;false;forest;1
462;206;181;178;land;false;plains;1
463;234;155;114;land;false;plains;1
464;191;187;166;land;false;urban;1
465;182;128;208;land;false;mountain;1
466;250;169;249;land;false;urban;1
467;124;224;158;land;true;urban;1
468;204;166;183;land;false;plains;1
469;152;183;202;sea;true;ocean;1
470;252;213;173;land;false;desert;1
471;138;223;206;land;false;urban;1
472;250;69;245;land;false;plains;1
473;190;193;202;sea;true;ocean;1
474;232;236;33;land;false;plains;1
475;113;224;237;land;false;plains;1
476;223;247;231;sea;true;ocean;1
477;69;245;187;land;false;plains;1
478;205;173;236;land;false;forest;1
479;180;223;148;land;false;plains;1
480;98;242;171;land;false;urban;1
481;178;224;146;land;false;plains;1
482;176;186;147;land;false;marsh;1
483;211;219;214;sea;false;ocean;1
484;225;201;98;land;false;desert;1
485;239;178;127;land;false;plains;1
486;125;212;217;land;false;urban;1
487;91;215;232;land;false;plains;1
488;191;182;205;land;false;urban;1
489;212;154;214;land;false;mountain;1
490;233;253;245;land;false;mountain;1
491;164;219;229;land;false;plains;1
492;73;238;245;land;false;plains;1
493;129;223;154;land;false;urban;1
494;116;206;197;land;false;urban;1
495;196;233;243;land;false;plains;1
496;232;209;80;land;false;urban;1
497;165;180;188;land;false;urban;1
498;180;200;133;land;false;plains;1
499;174;241;204;land;false;plains;1
500;209;159;169;land;false;desert;1
501;175;238;90;land;false;urban;1
502;222;146;196;land;false;urban;1
503;202;222;223;land;false;urban;1
504;251;113;254;land;false;jungle;1
505;127;233;193;land;false;desert;1
506;249;246;238;land;false;forest;1
507;194;168;163;land;false;desert;1
508;249;30;254;land;false;plains;1
509;151;252;110;land;true;marsh;1
510;252;140;244;land;false;plains;1
511;247;107;233;land;false;plains;1
512;195;245;176;land;false;urban;1
513;189;250;123;land;false;plains;1
514;187;72;243;land;false;mountain;1
515;228;186;140;land;false;plains;1
516;93;207;212;land;false;plains;1
517;209;188;197;land;false;marsh;1
518;122;146;246;land;false;urban;1
519;242;191;111;land;false;jungle;1
520;233;66;215;land;false;forest;1
521;218;118;167;land;false;mountain;1
522;188;153;187;land;false;urban;1
523;142;213;205;land;false;urban;1
524;173;108;225;land;false;forest;1
525;183;140;247;land;false;plains;1
526;244;199;156;land;false;urban;1
527;238;136;159;land;false;mountain;1
528;201;184;125;land;false;plains;1
529;169;121;238;land;false;forest;1
530;83;214;237;land;false;plains;1
531;221;113;202;land;false;plains;1
532;132;215;222;land;false;urban;1
533;249;173;222;land;false;plains;1
534;217;210;127;land;false;plains;1
535;230;172;108;land;false;urban;1
536;254;246;233;land;false;plains;1
537;248;231;237;land;false;urban;1
538;240;234;49;land;false;marsh;1
539;250;103;247;land;false;plains;1
540;165;219;151;land;false;urban;1
541;229;243;248;land;false;plains;1
542;96;169;236;land;false;plains;1
543;144;210;241;land;true;plains;1
544;66;235;235;land;false;plains;1
545;122;215;170;land;false;plains;1
546;171;229;198;land;false;jungle;1
547;215;161;167;land;false;mountain;1
548;131;219;213;land;false;desert;1
549;242;161;219;land;false;forest;1
550;223;249;210;sea;true;ocean;1
551;197;223;113;land;false;forest;1
552;233;195;86;sea;false;ocean;1
553;168;120;220;land;false;plains;1
554;236;51;237;land;false;plains;1
555;240;238;156;land;false;forest;1
556;195;241;236;sea;true;ocean;1
557;242;172;161;land;false;plains;1
558;232;213;227;land;false;plains;1
559;143;194;236;land;false;plains;1
560;232;234;96;land;false;plains;1
561;244;221;126;land;false;plains;1
562;239;242;73;land;false;plains;1
563;136;185;236;land;false;mountain;1
564;218;150;184;land;false;desert;1
565;198;209;178;land;false;forest;1
566;210;219;201;land;false;plains;1
567;185;231;109;land;false;plains;1
568;141;232;150;land;false;forest;1
569;177;156;193;land;false;forest;1
570;221;117;228;land;true;plains;1
571;204;151;208;land;false;forest;1
572;236;233;254;land;false;plains;1
573;226;134;184;land;false;desert;1
574;248;116;164;land;false;mountain;1
575;240;234;221;sea;true;ocean;1
576;109;243;173;land;false;urban;1
577;241;123;219;land;false;plains;1
578;254;4;251;land;true;forest;1
579;173;180;203;land;false;urban;1
580;180;253;123;land;false;plains;1
581;251;108;233;land;false;plains;1
582;210;100;234;land;false;urban;1
583;126;220;206;land;false;urban;1
584;206;207;238;land;false;plains;1
585;222;211;158;land;false;forest;1
586;154;239;249;land;false;urban;1
587;119;247;200;land;false;jungle;1
588;147;211;182;land;true;plains;1
589;228;244;209;land;false;marsh;1
590;133;234;182;land;false;mountain;1
591;178;180;181;land;false;plains;1
592;138;193;222;land;false;urban;1
593;163;218;165;land;false;urban;1
594;254;206;57;land;false;urban;1
595;220;61;240;land;false;plains;1
596;133;141;231;land;false;mountain;1
597;234;242;107;land;false;forest;1
598;113;145;251;land;false;plains;1
599;251;239;105;land;false;forest;1
600;232;185;132;land;false;plains;1
601;242;199;218;land;false;plains;1
602;221;249;225;land;false;desert;1
603;87;231;208;land;false;urban;1
604;158;153;211;land;false;plains;1
605;200;133;209;land;false;forest;1
606;224;209;192;land;false;urban;1
607;160;163;241;land;false;urban;1
608;193;252;208;land;false;plains;1
609;250;148;240;land;false;plains;1
610;188;201;238;land;false;desert;1
611;216;174;201;land;false;plains;1
612;214;197;94;land;true;plains;1
613;97;181;250;land;false;mountain;1
614;139;233;236;land;false;plains;1
615;235;197;156;land;false;jungle;1
616;204;118;200;land;false;forest;1
617;149;241;145;land;false;jungle;1
618;254;219;134;land;false;jungle;1
619;229;246;125;land;false;forest;1
620;193;98;213;land;false;urban;1
621;169;208;251;land;false;urban;1
622;184;167;230;land;false;urban;1
623;223;152;203;land;false;forest;1
624;230;243;114;land;false;plains;1
625;149;239;169;land;false;forest;1
626;185;204;174;land;false;plains;1
627;237;88;181;land;true;jungle;1
628;228;158;128;land;true;forest;1
629;190;106;236;land;false;plains;1
630;150;229;196;land;false;plains;1
631;211;130;201;land;false;desert;1
632;237;174;94;land;false;plains;1
633;153;198;249;land;true;forest;1
634;145;239;176;sea;true;ocean;1
635;245;135;126;land;false;plains;1
636;183;107;234;land;false;plains;1
637;162;214;180;land;false;mountain;1
638;146;235;189;land;false;plains;1
639;242;131;190;land;false;plains;1
640;183;210;185;sea;false;ocean;1
641;182;194;229;land;false;plains;1
642;33;244;226;land;false;plains;1
643;70;204;249;land;false;plains;1
644;216;49;242;land;false;forest;1
645;218;223;150;land;false;urban;1
646;217;215;191;land;false;plains;1
647;234;205;89;land;false;plains;1
648;220;156;154;land;false;urban;1
649;238;167;193;land;true;jungle;1
650;217;240;127;land;false;plains;1
651;131;246;250;land;false;plains;1
652;227;119;227;land;false;urban;1
653;229;145;206;land;false;plains;1
654;184;234;133;land;false;plains;1
655;98;204;222;land;true;urban;1
656;224;204;176;land;true;plains;1
657;247;128;207;land;false;hills;1
658;199;202;169;land;false;forest;1
659;242;94;254;land;false;urban;1
660;168;209;206;land;false;forest;1
661;235;135;196;land;false;forest;1
662;165;222;199;land;false;desert;1
663;140;243;226;land;false;plains;1
664;244;114;232;land;false;forest;1
665;168;202;206;sea;true;ocean;1
666;137;202;193;land;false;plains;1
667;251;170;216;land;false;plains;1
668;251;125;164;land;false;forest;1
669;170;244;200;land;false;plains;1
670;169;240;194;land;false;urban;1
671;215;188;189;land;false;plains;1
672;251;131;209;land;false;urban;1
673;247;66;252;land;false;urban;1
674;165;236;218;land;false;mountain;1
675;203;199;116;land;false;urban;1
676;235;85;186;land;false;urban;1
677;237;84;213;land;false;urban;1
678;75;254;180;sea;true;ocean;1
679;210;94;252;land;false;plains;1
680;59;228;242;land;false;plains;1
681;150;137;223;land;false;plains;1
682;126;190;223;land;false;desert;1
683;99;244;176;land;false;plains;1
684;118;235;154;land;false;plains;1
685;144;217;188;land;false;desert;1
686;243;131;171;land;false;forest;1
687;217;156;198;land;false;plains;1
688;234;251;53;land;false;plains;1
689;183;130;211;land;false;plains;1
690;197;214;181;land;false;plains;1
691;150;254;145;land;false;forest;1
692;149;243;143;land;false;plains;1
693;154;229;226;land;false;plains;1
694;211;184;166;land;false;plains;1
695;204;187;181;land;false;urban;1
696;175;245;88;land;false;desert;1
697;194;220;163;land;false;urban;1
698;199;170;250;land;true;plains;1
699;240;107;235;land;false;forest;1
700;242;228;114;land;false;urban;1
701;231;165;196;land;false;plains;1
702;222;194;107;land;false;urban;1
703;200;175;151;land;false;urban;1
704;224;185;166;land;false;plains;1
705;205;143;246;land;false;mountain;1
706;158;245;167;land;false;forest;1
707;166;199;168;land;false;desert;1
708;245;180;129;land;false;urban;1
709;217;253;251;land;false;jungle;1
710;252;251;33;land;false;plains;1
711;189;236;173;land;false;forest;1
712;114;218;235;land;false;plains;1
713;240;204;117;land;false;plains;1
714;202;135;246;land;false;urban;1
715;247;195;203;land;false;plains;1
716;106;237;219;land;false;plains;1
717;218;230;89;land;false;forest;1
718;240;161;211;land;false;urban;1
719;244;232;200;land;false;desert;1
720;225;41;244;land;false;forest;1
721;175;111;248;land;true;forest;1
722;176;227;188;land;false;plains;1
723;248;105;230;land;false;plains;1
724;201;254;218;land;true;plains;1
725;119;232;239;land;false;plains;1
726;199;189;195;land;false;plains;1
727;218;245;250;land;false;forest;1
728;203;141;193;land;false;marsh;1
729;79;209;216;land;false;urban;1
730;188;242;107;land;false;forest;1
731;180;95;235;land;false;plains;1
732;254;209;169;land;false;desert;1
733;248;163;125;land;true;forest;1
734;119;199;222;land;false;forest;1
735;170;236;174;sea;false;ocean;1
736;214;151;252;land;false;plains;1
737;251;203;87;land;false;plains;1
738;252;158;185;sea;true;ocean;1
739;246;190;131;land;false;forest;1
740;202;163;249;land;false;plains;1
741;111;206;226;land;false;forest;1
742;100;209;224;land;false;marsh;1
743;79;204;254;land;false;desert;1
744;242;164;243;land;false;plains;1
745;89;238;184;land;false;plains;1
746;174;229;196;land;false;jungle;1
747;211;119;174;land;true;urban;1
748;97;251;204;land;false;forest;1
749;242;216;118;land;false;marsh;1
750;177;119;231;land;false;jungle;1
751;181;224;248;land;false;forest;1
752;249;148;229;land;false;plains;1
753;134;250;200;land;false;marsh;1
754;213;57;231;land;true;plains;1
755;235;179;113;land;false;plains;1
756;171;187;238;land;false;mountain;1
757;158;229;168;land;false;mountain;1
758;170;189;185;land;false;forest;1
759;214;94;196;land;false;plains;1
760;220;150;233;land;false;plains;1
761;116;233;206;land;false;plains;1
762;157;218;155;land;true;plains;1
763;223;132;201;land;false;plains;1
764;173;140;232;land;false;plains;1
765;152;213;210;land;true;jungle;1
766;147;242;152;land;false;jungle;1
767;226;205;160;land;true;plains;1
768;222;201;101;land;false;forest;1
769;144;249;217;land;false;plains;1
770;237;215;79;land;false;plains;1
771;210;107;208;land;true;desert;1
772;171;254;196;land;false;plains;1
773;230;215;63;land;false;plains;1
774;218;248;77;land;false;plains;1
775;125;230;247;land;false;plains;1
776;181;243;200;land;false;forest;1
777;221;200;118;land;false;plains;1
778;221;85;232;land;false;desert;1
779;192;85;237;land;false;desert;1
780;178;185;211;land;false;plains;1
781;122;232;202;land;false;marsh;1
782;133;248;205;land;false;urban;1
783;209;73;247;land;false;desert;1
784;136;213;246;land;false;forest;1
785;230;242;149;land;false;urban;1
786;135;239;141;land;false;plains;1
787;238;104;160;land;false;plains;1
788;85;240;183;land;false;forest;1
789;173;118;247;land;false;plains;1
790;192;204;166;land;false;desert;1
791;244;130;232;land;false;urban;1
792;167;135;207;land;false;forest;1
793;242;250;129;land;false;plains;1
794;119;186;245;land;false;plains;1
795;153;208;191;land;false;plains;1
796;38;227;251;land;false;desert;1
797;183;171;177;land;false;urban;1
798;249;236;167;land;false;forest;1
799;151;137;239;land;false;mountain;1
800;151;253;190;land;false;plains;1
801;226;115;248;land;false;urban;1
802;92;227;243;land;true;forest;1
803;237;183;212;land;false;plains;1
804;226;149;185;land;false;plains;1
805;213;90;235;land;false;forest;1
806;253;238;89;land;false;forest;1
807;181;221;180;land;false;forest;1
808;178;253;246;land;false;forest;1
809;128;240;192;land;false;forest;1
810;190;240;137;land;false;urban;1
811;137;229;147;land;true;plains;1
812;187;137;233;land;false;forest;1
813;226;228;227;land;false;forest;1
